,AMM.,BOD,COD,DO,PH,TKN,WT
2745,18.343809153871806,11.018627529432301,61.19570333036173,1.4909740714469923,8.369832321392918,39.40227768334528,32.262715127939764
2746,10.592772641784773,17.692476613824056,35.180258546378624,5.132569170052509,8.752618763642936,7.6966145787366695,33.923895799117645
2747,15.805977199136683,30.9026452653552,73.94809785377156,2.919884248884603,7.8008990814585255,21.86093284005046,27.46966268705709
2748,20.6588130778711,32.17935399609992,72.63829608440665,2.2119626833364086,8.001071885228729,32.18730596324256,21.304223750683597
2749,4.427501769143103,8.046271314431763,27.396667833411566,11.191338239950188,8.197221797456939,5.0679434390366405,15.041341658900905
2750,3.496165146134151,8.087197515665999,15.763118705662745,9.786052049901727,8.098972190463524,11.72330901305828,17.577799478255837
2751,1.2038518647408745,6.627544823495489,30.922639627512098,14.412616861095191,7.866555201932552,4.316887937412091,20.664172287867583
2752,4.051990857507219,4.857179430642855,10.766676731937139,10.080424126100402,7.801059409603374,10.148174031821787,28.6792247042358
2753,4.310697511754998,3.7365536695088153,8.829984423805339,8.843542895704086,8.750697855950254,3.555581436139251,32.06846201738094
2754,5.841497338524555,2.8819842510910263,24.68289943662223,9.641662003729994,8.289717723710567,11.184982980069183,28.00471057821347
2755,1.1833038517474677,4.894831896702095,24.07705750931541,8.122146862291103,8.963469936450787,6.312444356694442,32.20046056228491
2756,8.529732225016353,11.577837168561478,31.496163250983578,6.973399057035359,8.799887734573359,5.958413421876313,27.72437198654177
2757,3.8488524128904986,12.856735648034284,23.69030202959535,12.081713493262217,8.897262500347463,6.293319257681649,20.16457844994873
2758,15.390512557082193,29.701543978115865,94.81027477563566,1.433332509855556,8.489285342085669,21.487399197088443,21.601916289101418
2759,14.026733789173099,23.318794007310363,58.7743883292772,1.4409536860727403,8.155790127691295,29.34924544337021,22.175772229785178
2760,14.436022524634254,30.73103929603055,36.71324425708744,2.89909111867044,7.908764237148596,16.985909529813227,27.992302009288956
2761,22.376152244310532,28.294575433515384,114.53529007497397,2.758796991734319,8.386357113868574,24.205845821888516,33.76101392800483
2762,17.074578521565115,30.439581099579044,76.6335193801908,7.139705732052658,8.638295848536867,28.4531251554449,38.09602698454781
2763,10.30582689491871,8.520882209278813,40.222766651167596,5.635857641413173,7.82968715509876,22.420205932497666,35.47858665095895
2764,2.9008306705243783,7.095728650036287,44.740783542308016,5.863176063139621,8.62120356419239,15.22423353752918,33.30504324378229
2765,11.079465831332968,12.91491690067733,52.515853400200456,3.611384147717845,8.72285443279284,21.520284219306532,35.45857001845944
2766,20.279556738590415,18.942115121852595,74.86403349879076,1.1359749604274803,8.133564412838288,24.87203959851388,32.69345258155197
2767,25.749490817822895,29.697306439515017,75.50972797500819,2.668112385021166,8.31886355985349,27.243636706735927,23.175427528045628
2768,22.666620957393626,31.712894626984337,87.92156465124836,3.6138253781112812,8.127258620451993,27.886128752758125,24.830816445990052
2769,20.117273320059667,25.874197990941248,96.4858576088156,2.2435225903998757,7.857235911459863,25.159153471290523,25.475119259987338
2770,15.080084235793702,13.16103169874688,53.37122642103456,1.5319150133039927,7.931443861038655,22.96170374669534,23.60005978634087
2771,14.606208493302647,23.33457605427065,66.8884873288096,1.501753454378289,8.200318018376235,22.971563430635907,28.917872754213477
2772,22.463091172900462,32.100799667141246,130.10195728842618,4.046493378917122,8.35528731868381,26.23659202839528,35.32850054267993
2773,15.948465890923025,26.147835048904778,72.40715658077082,6.147973005690548,8.600258720568341,28.224687774582023,36.75718192703559
2774,8.559163909221414,12.841761654186651,53.78536561157442,2.9928636163342732,8.00413295355005,23.306930042774606,34.20969668385612
2775,8.519620298784718,16.92927121896693,60.7655001362925,6.911425479339214,8.645424120430022,12.266636679946812,31.588128801696413
2776,10.666817124234612,15.916174506665193,57.44500561795863,2.931137709579501,9.043201184548124,14.832112365751888,35.84526452907607
2777,20.092300452992642,29.926588317277904,73.241292901447,2.545144154568284,8.000850537794353,18.47092486414702,31.299524645413488
2778,26.458982473333904,34.26752850764259,81.58565479791613,2.466207263870789,8.472595244738384,31.21529536387216,26.265737846194348
2779,22.77958875310684,27.634916684573817,111.58793719456668,1.4235497163213537,8.43733412482755,28.083670894430306,22.451011540705228
2780,2.7270711207366025,7.220163473667233,45.117375478331354,10.468930767354916,8.899838983579436,9.489303291484143,15.729012240750276
2781,1.3935064963716095,5.144692917037242,29.412095462205205,9.763273586705909,8.296550399766469,4.705244345051069,34.482075481470524
2782,7.663284751584719,11.800979954875,30.07126096802282,8.002361607761014,8.074488095924334,12.93303097612172,33.24502688306521
2783,6.177528896252984,4.241210836868541,19.57749604296649,9.076326712109086,7.738905497127374,7.991974212261092,32.13654750320982
2784,1.3112769926907235,11.360468978735993,43.87399609335421,9.426966711020896,8.358542198158709,6.519519820370601,32.834859915024666
2785,2.4817587469882505,4.0075144344741815,28.678110593710894,9.318918839608614,8.335207416636162,12.324862772032073,34.74658298393402
2786,8.666151984800113,12.655780276514216,16.04351381861213,7.518934474217636,8.874835336403184,10.14919509252891,29.639855350561596
2787,23.85831790573685,39.71846940340031,110.80821542539383,1.846279636724479,8.058888616712244,20.681439266008553,17.944733382386712
2788,21.362885431967978,55.65939239886627,129.10695607487605,2.0602560309012206,7.6180445812178,29.750306952040567,21.061517075221623
2789,18.598311829425096,42.42110550355244,76.92022833757831,2.4681660196121253,8.090984800369299,41.23407370169316,26.567437866224054
2790,22.140045798871547,27.015990608395324,98.80846563852484,1.2575037679061816,8.36168514574931,24.613099976140248,31.4380899046161
2791,38.866052651886115,32.57356389801442,71.5032838427676,1.316263669164535,7.5009654993398165,40.52811448339131,35.61680338679668
2792,15.712223385555648,20.329439066432414,68.7385389640597,1.5543820854721702,7.920641364712099,34.92064886616926,33.17659085006251
2793,6.410254312962872,5.079126339676096,43.51897980034007,4.008584619653712,8.666243217875603,15.962334910348217,36.118871295290376
2794,1.7992552105973407,11.117772136988872,46.67520719602826,7.04260664707922,8.359129329048045,6.182241891848497,33.441530671469245
2795,12.097860222530024,12.984928317688658,45.116966595670505,8.881168963467918,8.158800365144186,12.397114936820055,36.886432098035
2796,16.183788110905876,30.907294273705727,76.11013708889448,8.259408194327257,7.939891182960667,24.16191329942999,31.601202593220133
2797,12.535204026435949,21.868799437769226,64.30638073842118,2.564922147370009,8.392835782772991,14.420472310911395,23.707693766637743
2798,25.02564435712481,33.24535496193871,95.12522401194548,3.216029549303082,7.92446432202708,25.46563591053915,23.779275394175198
2799,22.10909464255566,37.623033371564716,118.79233282517612,2.300670437552408,7.8442800879834715,30.2598212809162,20.204143660464727
2800,23.062217535551227,52.65705019926679,133.41792808267778,1.683401122605415,7.827038946031836,27.60799691191942,24.261460284507642
2801,25.599428197815918,41.357275590337366,100.46716482597836,1.196014335183484,7.799724513966315,33.422550614330845,27.052378206976243
2802,19.848445312101045,24.863821238991022,83.5652844496676,1.897370536830644,8.181595281169654,26.06671608988154,30.85361404380403
2803,36.6242251567611,24.284840076677725,82.28543868435527,1.817348330395709,7.946114314088706,46.50290431947745,34.65103012381953
2804,17.004452511509335,29.687076284472127,81.78475955293763,2.1909188697393285,7.761541572013979,22.77449101432346,35.08711008898184
2805,6.72392192175099,7.28574595466276,21.730546064566305,4.574434095574471,8.364524095552104,14.699486349879503,37.0785633662846
2806,4.112120542331729,13.020906397061044,52.745044501554794,5.446189522581715,8.16898742404847,6.502187437004537,34.187389655689586
2807,7.545491706070743,9.940905605682923,37.90585496025594,10.213912032573713,8.442340908834662,9.06321165024831,33.38646364674197
2808,14.452366589087939,27.87633776901277,76.60492220932522,8.342492284518482,7.654029563560709,23.53082556325544,34.72803815275639
2809,14.017583310497564,21.62590949150056,65.91345681521152,2.743813494801371,8.825234507132642,17.327510552814065,24.31082068345256
2810,30.60130097801994,33.175601094489835,87.73145199067918,3.5772713553754656,8.006739530904358,26.439278229909764,24.14146622792384
2811,2.5708101618285895,7.687369158225948,21.63421743984947,12.386340060941821,8.431356062906325,8.801519307035582,18.029936583726915
2812,3.926155293947112,7.773980503919544,27.215245627620043,10.512902447208363,7.993158801067722,5.809067952316431,23.514259695932004
2813,3.402547965151907,9.019862874674114,41.103548998276665,11.358628746707891,8.670962015950767,2.6411735689065092,26.851546648976022
2814,2.0818507862450613,5.010784125217272,22.663550907412947,11.233380204717216,8.860279860077942,6.314097325817784,33.54481618021483
2815,8.943576033925948,5.019911727372874,13.002337914651019,9.086084166003818,7.473056405042203,6.445888890224461,34.4260262811697
2816,5.734904215942238,10.116110467551302,28.028618869002933,8.288657253562928,8.429054424103189,10.608022665773927,35.5041460585946
2817,2.8323298121727354,8.952687501071331,23.254604820391823,7.97176489329739,8.619695124810356,5.758190425807386,32.53931138159798
2818,6.304686577021807,3.6368579888291137,40.91605577177987,9.22880101627946,8.495595629016247,8.557769616727514,32.33895229916508
2819,6.407699579581306,8.49702902517699,16.411144607082566,8.163282345658542,8.288790367354277,3.416549108208771,29.913373501136082
2820,7.2628710795883045,9.541205111778801,40.08523994471246,10.325417778689449,8.224725279027787,2.499961659560848,27.470720569393627
2821,4.452883346652841,2.6325753234543896,6.804875564381714,9.511677638119036,8.020704320647521,6.494946092235377,18.5914661134084
2822,23.805314900554503,38.71050117812691,91.29991041531662,1.079038902558914,7.484541789486635,27.90333245346285,21.028330160884853
2823,33.298791884936584,42.475868974894595,109.35396019074942,2.764849546484646,7.3487337686599385,32.51648896207462,24.054346537765365
2824,21.80548053285352,25.632970745891416,53.01613736249979,2.4116250978845812,7.460215511786264,23.33188947309735,19.754730119240577
2825,30.38549341709915,32.32249136400148,79.40073549400829,1.2416454238021517,7.718703385024477,37.78749168760051,36.9665304142324
2826,33.40280810722127,25.658202108610276,72.75446116052395,3.5412643651379514,8.362324476182275,32.174526093232345,35.11984351957027
2827,16.300322670382343,36.685954567354436,97.69240990454206,3.5727129869423493,8.279652402432916,19.708906270255518,34.71684561599131
2828,29.911667357400425,33.32023905577654,91.81798587689023,5.439371233247097,7.9086074473625505,33.1824492088041,31.321892745178193
2829,17.784989006076906,18.594002545100835,61.19986347089676,2.4439203010064325,8.03626581738707,19.994282363115023,32.29080023230951
2830,4.8703343506496415,13.662405345054289,53.16405311096345,4.220573354382335,7.686549838342494,7.565866802782461,25.802344603048446
2831,14.91582031894286,32.0256846409486,71.1638742746912,2.5736268557402266,7.777734730413563,23.951877977511355,37.857014248279675
2832,18.114902889887336,21.659111318257413,85.62290216735278,2.123428667693045,7.791606309783001,24.418288532960958,30.010013281725087
2833,21.03787231562611,23.55519403523727,79.05206814947044,3.565894854556458,7.786702931687814,25.989332063793263,16.769208998213877
2834,22.998361405519674,46.16475500016905,105.0219112426497,3.509529053954897,7.411743621390892,28.281607310233447,24.379312701974534
2835,30.433635280882005,33.72784514444679,106.41309234270247,2.8983031213653696,7.563383596611642,31.281784105758504,24.35056067160325
2836,18.780476879551156,20.02264858536668,49.45957181093449,1.7535434602409259,7.859893663332917,19.736589079762723,21.871109773540972
2837,26.93570458401321,38.51162158617049,82.69448811812991,2.81675752683598,7.784186637050839,34.43543550829111,34.74434883507993
2838,33.17290204600479,22.961909227928622,67.62567456043271,2.637311572979651,8.132016786957374,34.264256368786256,32.32142097682656
2839,15.094940538378205,38.748159224153994,81.04135349960443,4.620148374153903,7.8025974492840735,20.655340957645276,34.518920789414246
2840,33.012562496166986,38.74502970138107,89.76716488796772,4.1278506951959475,8.276927843110025,34.43895851463842,33.52315407046612
2841,16.933296576000604,14.864311892657541,51.13100882990347,2.776678887267772,8.021522201979838,18.376170870574157,32.63667785045607
2842,2.2981930493076304,13.345647110566226,42.166634486523,4.598025343688743,7.694110617252159,3.9837218482428276,21.019021175918397
2843,15.728176256588378,29.592763636107232,59.993572909863865,2.4493082224103837,7.929448771000659,20.051048213143485,38.1536343595621
2844,21.212177649219505,27.02322081126898,83.69044317362206,2.653770990562606,8.081792697254919,23.814342129901952,31.551696017219516
2845,18.94285113232528,24.29002173394926,64.40946970921951,2.0646094006031017,7.88287878504536,23.361481357895283,18.748735094197798
2846,4.679346024500122,8.104429987660108,27.05815279477216,12.829944800283307,8.062110012599344,10.980435623717094,19.265529910336937
2847,1.6177072570518636,6.312014047213783,29.09533693777664,9.962466355946404,8.450414743519582,8.872489228346769,20.7875274813116
2848,7.878427812758538,4.175533623586027,18.868642287703384,8.871973562225858,8.982601858077707,6.727447598866893,26.787307800920686
2849,8.445114008934683,13.019733681684805,39.351629996716206,9.573530580933888,8.682296858380855,12.965734782370726,27.913932223550585
2850,3.8726964483797417,4.437918220027992,22.118554289068022,10.865361437072941,9.107826197906196,7.542014745850888,30.83922895464648
2851,3.35034787569951,4.469932586181045,33.99932779146775,7.808741886499632,9.395439710161087,8.674550056124257,34.095255983699204
2852,6.908254041428671,10.934463370433253,31.166681047499466,9.90112920523433,8.386919175467296,6.051970664870399,33.619681365458916
2853,5.662458135140042,5.283609144409469,23.20478430675812,14.717643081865972,9.009259853965032,3.2241448205503986,32.1291896671739
2854,3.1715120880419674,7.4324264516516685,49.59094995136335,14.75289531722818,9.419635781775844,12.296895615439054,22.635144845965534
2855,6.550285946136967,9.565758648140802,20.08174597459415,10.093270421804814,8.30561423909498,7.639689381947129,18.516239858058075
2856,18.823677390988454,25.651791290327125,99.4158324802118,2.5938414162504797,7.842716581678352,28.38808977867174,15.164882125020913
2857,19.587163246709654,32.98837263875188,99.73269899848407,2.6602374491713077,7.617410723967886,28.648499012589276,24.280831881332865
2858,21.90785426054903,29.089405806362187,119.8838446537207,1.4634405188480635,7.711394478735267,34.671964804044954,28.201103377225653
2859,22.846084395212184,29.067149733074846,65.21017355675619,1.0813006232068276,8.433253958628054,25.091980950625775,30.698974610697995
2860,19.776166742383335,41.076850287210846,115.63386937615334,1.3032589028821615,8.321921890168532,28.769637279631745,31.657068168315824
2861,35.75140161674251,30.851440327047392,140.34803943600195,3.065571180911082,8.928328402610411,35.91717577324045,33.07713127314228
2862,4.814749637917056,8.231173238270758,26.23681320354969,4.31781844498938,8.447264466241514,10.628242270260934,33.453509235826004
2863,11.099701460042791,15.00792648290929,24.392372365406214,5.75002246829258,7.734831934496863,14.134600807272797,32.60212915968882
2864,2.583738986871467,12.89065292568436,40.2223642330851,7.71761935022453,8.54236915708433,10.86162919946656,33.56367068952504
2865,11.294502937335116,27.701154709531217,85.10845394593848,4.955414637408227,8.031930340547113,20.082053585842104,31.043236719728192
2866,18.950137937521923,36.809366068625835,76.43014296485936,2.981954325898976,8.393777500163653,19.450723045894,30.34848389129841
2867,29.537438486727424,40.08774671224205,102.18766163181218,3.544671481428585,7.626284501256828,30.734741115347042,25.98643213498744
2868,21.006954865009316,25.295054161502364,95.98074014911886,1.3747388894271113,7.499269846745543,22.35917805271881,15.750194611132443
2869,22.38316186172637,38.23717277244157,94.96986283191056,2.7214519427713837,7.648451904606685,25.137654906030466,28.45508569253084
2870,23.181411250246025,28.711447194591557,82.920391364649,3.4453902401020224,7.92587273255018,29.484158111923247,27.26990546827227
2871,22.93131563555382,36.41292582241793,83.54882300600039,3.715663741702488,8.396643288964889,21.65916564539672,28.8218811711378
2872,22.60629851979803,40.180638300043135,102.84110888993595,2.2692479692451473,8.522177229656975,28.635634528385722,32.918165598843835
2873,33.422518267650624,36.82044067178361,137.59520188041617,3.200639921769416,8.718327646814373,38.489460087165504,35.5964617213501
2874,10.925558714960545,11.285761198446997,27.69827777784218,4.175117226649749,8.465970922351973,7.964993544338899,31.99013260148046
2875,8.62676296475447,7.924931636005178,25.08952166888007,5.392389614303095,7.450487814331058,14.238896296155144,34.233635013761265
2876,6.928172266963198,12.847793456895927,37.395127287252194,7.727755170528066,8.089603458644508,11.722450905518102,33.07525579422765
2877,13.6573625053673,26.871632236313232,82.8049243750059,3.995578830393658,7.316086375585673,19.523070614131697,29.83211422986291
2878,22.839369486152062,29.568934123482748,96.38363646204988,3.0898435521693304,8.007220205783792,25.279476615371056,31.061075038525765
2879,26.01297575483923,42.851568353683604,93.59323543852055,3.5361073536736445,7.79997769576938,32.54164854299192,24.193238650375815
2880,6.022485104227687,11.669446562196374,43.906767863352,11.358229250670945,7.562805397033291,9.448876895228464,22.261902076879636
2881,5.405626829706579,9.418331124592406,20.726018331658437,8.577264667125416,8.291443509401791,7.841124024932197,31.999583505111733
2882,1.6845691831477705,4.517805772020079,23.183882264158306,10.542189130828156,8.7751249290863,4.400599617575979,32.178580642540695
2883,2.8876362937043503,13.824698814299817,27.45261253473541,11.96525569136816,9.613180697608184,8.301326329806724,33.66873562607105
2884,3.205535749629294,8.395244630561695,42.48532875040682,15.513806893117897,9.080998423903115,6.799808181883395,39.89466020338963
2885,2.536216144090659,6.474590711734702,38.681545357760506,12.021205033697056,8.680184442386974,9.646851640678388,30.645748595191648
2886,3.34524257679553,9.641204614944353,17.11130834562108,15.554770867498256,8.376368529278835,8.474297651732444,31.68415376727082
2887,4.9341684674205615,10.845387882962132,30.150090602637434,14.18217940408164,7.907484758998617,12.27953281870864,34.93508972864569
2888,2.9220932561312845,4.452763582894528,29.394316955263253,14.248337185749303,8.614292326649249,11.068646174397568,19.824783370554986
2889,7.559083756912069,9.141581290988178,44.73564649610966,2.935780184766543,8.18272756765906,12.446341368417457,17.91429856185603
2890,9.77694799646741,14.847093848898524,68.94115252723144,3.3746972193467233,8.79291820051419,15.184616720517475,24.736565793760708
2891,15.627192534538676,19.32573118027655,81.19296099418372,1.2310186777062895,8.81882901099926,19.158000595043692,24.32194238170116
2892,23.88489128428906,14.58772677777959,75.31381778579237,2.2319771393710894,8.172459771238815,20.66977143013795,30.63918678505826
2893,16.392854854538538,20.108619050445355,92.53079191309888,3.17778606795746,8.193945362290775,28.257063402077627,39.18929604248408
2894,21.080084062144206,20.5270162649947,82.20994218184367,1.3762022268275707,9.07014646742781,40.3280869108178,34.28901486707844
2895,10.739065351099153,14.299527115564825,39.07271075444986,2.7671496199584005,8.134346640128088,27.246559590678203,32.92715605185887
2896,7.725845109441641,14.70849830620706,50.57474991795632,3.5324499839750416,7.960515782132886,8.820315247815374,33.79461692376357
2897,18.177284201455066,31.631774295190098,67.75148957484276,3.1219917891943476,8.061421494258855,23.16755479505123,26.80925297617047
2898,19.31229481687396,23.755067456433437,65.13927397527291,2.4081790676401473,8.382783918638442,32.89947519727111,20.996241375244495
2899,15.666160509945794,15.022651142558939,33.093481970025664,2.311872458140966,7.716458610613219,18.48309320749732,17.09627081023278
2900,14.882533287165607,8.0183931973619,35.466506149177675,4.7079692298978495,8.466330024301326,15.441313273190772,25.364728739607852
2901,18.12379049908475,20.758753946100107,79.04736292910371,1.90773949692467,8.074217326014056,12.859798944113054,25.089628767254737
2902,23.535895560296396,18.03666040010156,75.4578573543596,2.756570017436037,7.92416276787012,23.517395444818007,30.952849090084506
2903,21.2769309559372,28.864296299289208,93.83816616646021,1.6732487270831853,8.100014420749106,18.931325792291045,40.84931534740136
2904,24.69234297520019,18.16592089082059,79.75351752342992,2.559927235904909,8.232723150876833,31.194552324535767,32.64736605064844
2905,18.79551545834633,5.02022670647146,59.23874635613501,2.565507467298271,8.450767552972305,37.77401837392248,31.78440274570849
2906,13.220339909624549,17.931215865268438,47.913977166841086,4.000671893488201,8.563300434954018,15.451673761380636,35.144421079975274
2907,18.9277486201016,23.142798967058333,83.3955122537774,2.689230756121938,7.987594352444898,25.426946583266794,25.948161492358878
2908,19.220695553721526,32.104498167547796,75.42207427806667,1.181570169298893,8.035004658456131,34.09890743318577,22.728590955097506
2909,1.7450070524249384,9.651260613525075,37.63965300724693,11.251316137768622,8.447882976065475,5.421049718659325,18.63632039193336
2910,3.44104446337535,12.457393548547891,32.020975159400685,11.706645403478824,8.32369176012116,6.382766254574239,17.17984567126757
2911,3.1902188266937337,9.020650515305402,7.016699364221623,15.25355593116851,8.398544242028757,8.530311208978617,21.314150937836935
2912,3.0328138061125314,8.858161590798252,31.57439943494315,10.217151394331442,7.316227600106954,7.6405607984571215,26.627935194950656
2913,1.3390833778186009,9.245970381480344,22.597884469763436,8.129805657053158,8.745454526663202,9.60628995850607,31.062363908144473
2914,5.174612815988293,6.4905437160486,30.038618826382063,8.243077882811356,8.713189092340402,9.126085051062585,28.043860019294563
2915,6.329927572996922,10.568791150587087,25.627807961910122,9.63729406625952,8.73780424342218,8.862862747299525,35.92755973560778
2916,8.449251660667743,3.67259585909669,31.493980951416574,7.3045426211549715,8.981811134917814,4.418489101982663,30.73549609177789
2917,7.44086928082893,11.528820396206156,16.393975213699107,12.921496881620344,8.467658902922322,5.683857469408189,16.87632506290369
2918,14.525907008431957,26.431744697965584,89.67621553095178,3.678417335886695,8.304849572964358,24.255302214638654,24.194285071247673
2919,16.499175269134028,22.94970799521477,42.23456676504316,3.576537082163638,7.997753624765329,28.755845676541853,20.953775144415047
2920,14.479324343448958,26.843721352904794,58.58247828061363,2.661160780555005,8.047804206216247,18.45679504602475,25.24525229239754
2921,19.19736273850029,23.71267983456973,123.4877396567712,3.5652844489198996,8.668990591659215,28.96520967833783,37.30252475350411
2922,17.330561385340427,28.849211332190922,72.73755889221431,5.537268495555975,8.901238430117015,26.109828749944448,37.33313560479445
2923,5.348771853276375,11.038276594591885,57.1064535066872,4.955292037629158,7.767187266290212,17.75451935076195,31.398640204644703
2924,10.026536118204312,14.556922342182121,57.33295371535683,6.363883582018961,8.602490846534083,12.719214616151428,34.39988287422681
2925,7.091017328076904,18.88047873415342,68.11801037610664,1.8071531740638866,8.654995801377082,16.222977860872177,34.982156885777975
2926,25.753072540575193,23.375353313070406,80.37777732743271,3.475069910169202,7.927917348933611,23.97783260057015,34.41730116706337
2927,23.64672313084094,34.02652504243324,88.80204746727466,1.6500794797228902,8.075582878677773,30.793135364844133,24.904585830598094
2928,20.392624547017107,37.31310122118401,99.03430788095228,2.9204545958821186,8.185548480894736,25.39284490695129,22.594107739925054
2929,20.040663253219385,33.502227436484624,78.53081672315564,1.1320095025477541,7.994635326349427,26.191934864314597,25.096108548111545
2930,11.07646393099926,17.594415379173086,53.27124917149995,1.8720997559696622,8.24640068011999,28.156587487081694,21.19594618023884
2931,12.150775863370002,27.62917509293832,60.41860806785397,2.6289433947009213,8.261046912252482,20.239409078817175,27.341784219710767
2932,21.324440936045885,25.49250446493234,131.60919635290935,2.295942909126006,8.57905431597508,27.42058613294551,34.44610029509176
2933,14.411546533757171,22.15233258517245,66.4017961644697,8.062685840455998,8.470973630795003,28.373034794975915,36.30426966817308
2934,8.980590026048061,15.353918364192115,34.76030748966219,5.445153474731338,7.960123222567362,15.138533026620589,34.154573481529674
2935,5.780279166276876,14.933583818016878,37.30013000419875,5.558548620871916,8.54744641689977,12.95111133760219,33.35521579183721
2936,7.0360388628448725,19.361668067322803,74.19165867462888,3.439604516148653,8.870598883497431,13.409764545498058,34.01524177769229
2937,15.015200327892021,22.01650798666426,82.94737834724653,2.9082990622445593,7.924147005581002,18.026845719203518,32.39646650310677
2938,25.326622604489977,33.03097996271157,65.14069412493541,3.5204089754725856,8.41092725776981,25.133902915272976,24.363876507689998
2939,25.473405216016637,25.47398554687366,90.49050122421411,1.8840266128067384,8.232771265263395,25.684262863194867,24.11487611877569
2940,6.1634636647297665,4.854540601383501,37.86768067775058,11.139644551716563,8.86223703027304,10.122285465313501,17.076278756197315
2941,3.3031784870851753,12.457500077347131,31.49814999425664,9.649033045302692,8.189752521996976,13.066535429327404,35.531747490098454
2942,6.046091397135755,4.666827984676059,28.161831557015415,10.235709136628206,8.15505095446013,6.075301971484828,32.1563938655155
2943,8.174864752393054,6.142272270443249,33.5839212525369,7.485214114213679,7.8946612690942475,9.884092963801354,35.614957932852434
2944,5.935280801733404,11.725866009170655,51.0588978781112,8.470041821861471,8.346997880120464,4.118265485258533,31.68627128808137
2945,4.928105977323327,5.270630790555922,3.416607232154007,9.186540638355089,8.537017153289268,16.008207971877106,36.44041038420025
2946,3.0943896317908726,8.528995917711363,25.890581323794315,8.220831573787699,8.42701998742669,6.2560724077489045,29.210539778025865
2947,21.828934518333625,41.53044313392005,111.85945750766507,3.330665334904573,8.324814869372684,24.599041307763077,18.531028707052368
2948,24.377029545240305,61.76265055381769,112.5718543342072,2.6865174263494485,7.929338453172887,22.283440616692413,21.406981472276833
2949,22.054889411118705,38.656425970098425,75.70529043253744,3.6918425680925493,7.6897545606817035,37.202986922909425,29.401467144566343
2950,18.58452470536195,25.197628398605467,93.4046339430705,1.9215500623262673,7.97357253021181,23.83226527348614,33.089889851808636
2951,38.946318125544536,32.133527086245714,76.45677229553607,3.53844732282935,7.667373479081734,40.671033835526636,35.49657649528158
2952,17.59165726361927,19.14674403889728,71.51188489823409,1.979000289020596,7.860913198031043,31.731892642663524,32.714771005232365
2953,9.745731281515813,11.76328095821884,45.27503843773525,5.4550918747947055,8.149633753726754,15.42984318145944,40.50205437969938
2954,7.08051003599393,10.50113372307893,51.61970279916283,5.152352783612187,8.285835042381755,8.833860674596208,33.22068687485835
2955,10.065664146710784,9.562973103756708,46.64433258327102,9.054195143571338,7.88392637845187,10.954340368891938,34.61969561523122
2956,21.75674619157233,32.01735815351109,93.19655184223959,7.491382133304064,7.53378471924621,30.925009654332946,34.50603721890217
2957,11.179273535337687,22.48726767987467,66.12793582010909,2.8378844551841382,8.589920680670359,15.959115093441687,25.228472877954893
2958,21.922541783578705,34.839873078478796,88.48380226452662,2.8896155574207136,7.781437643985629,21.978513726856974,23.438641756842085
2959,23.206219045705012,45.851670471406194,112.2921106618039,2.769778722626546,8.00978875611461,30.971148230683532,20.70585207235882
2960,22.647849203768562,46.416581561360836,118.404089840436,3.7268109859108436,7.770310352933763,23.815769058279496,23.155389345730253
2961,19.988227059277886,34.56601723989098,75.13744096108577,1.3371872124809072,8.181826795619804,29.123971338902827,30.293675552924444
2962,22.71394545234238,24.40034726496764,97.98005360609184,1.1521272914062854,8.052861468488873,22.880376403028727,31.1069264986054
2963,32.174907244162426,28.48813075036442,69.7028604463564,1.403059914393043,7.504924142668835,40.90916942366713,33.033038397449154
2964,11.757900327489864,21.567519575553852,81.17191836344229,1.0979411603435145,7.852385896303378,22.370275093843155,35.154553685990926
2965,5.782852780643316,6.045615293951325,14.243580369604771,4.5663798822396,8.202885647183312,11.031976712392714,40.01086812088945
2966,4.45816498803711,8.034022575347883,65.92388470480762,5.832419145872578,8.300126552799531,9.733448012286392,31.480434232072543
2967,8.2732502905137,7.3381309652185855,21.08270875040976,9.013237488004902,8.406424559877292,10.632516016575977,35.38301328046932
2968,13.693069518983812,33.75942345059696,89.2226910739483,8.686139877838714,7.844717546599118,30.197265011344406,35.032899947521926
2969,11.294261255966406,26.969851928917677,53.86793661564634,2.7612971033253677,8.529087799011053,17.95147721798005,24.504898086661434
2970,27.875349498720276,27.0128799883298,86.89721781304378,2.2601613064304837,7.516591687981876,29.68627966656868,23.144199997141854
2971,8.274271240864012,4.170873079789759,37.528263789038704,11.135939019807587,8.644061422841755,5.791304761930954,16.872763989703238
2972,2.9397914250429573,5.544624276918407,27.63229527985876,10.448983590704257,7.642749520189906,6.537648780483272,19.578705639811318
2973,4.380524885100135,10.842182816557756,43.23548247257854,11.294071435649263,8.49761703589611,9.649729855030621,26.824912042221918
2974,3.0244221929136232,6.306581980648474,21.934267395529428,9.20019622959012,9.33006115048269,9.188557317098073,31.895512349376325
2975,6.200374367478494,12.175664264373012,23.868699341929826,10.22077572510758,7.747515738707026,7.140427395263661,35.085941174084525
2976,9.303780708243062,8.841310692073424,14.540480633969118,7.940368416018504,8.115581059085411,5.334596152948022,34.62371036489541
2977,7.878773170647846,6.225861542720294,28.82438838674379,8.604363225349903,8.559075919456504,9.787632879641986,30.08598208718579
2978,2.3598856173494838,2.5912853757767813,19.724263690453174,10.421946073303214,8.491666273686372,5.694130799153877,34.65450827597648
